title,imdb_id,poster_url,language,original_title,overview,release_date,tagline,length,rating,num_votes
Raiders of the Lost Ark,tt0082971,https://image.tmdb.org/t/p/w500//ceG9VzoRAVGwivFU403Wc3AHRys.jpg,en,,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",1981-06-12,Indiana Jones - the new hero from the creators of JAWS and STAR WARS.,115,8.4,881713
Jaane Bhi Do Yaaro,tt0085743,https://image.tmdb.org/t/p/w500//gidaBJsPuq0nTG7PI93mERZoVAh.jpg,hi,जाने भी दो यारों,"Two zanies open a photography studio. They score a partnership with a gossip magazine that suddenly thrusts them into a world of corruption, murder, and hijinks.",1983-08-12,,132,8.4,13153
Django Unchained,tt1853728,https://image.tmdb.org/t/p/w500//7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg,en,,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",2012-12-25,"Life, liberty and the pursuit of vengeance.",165,8.4,1352116
Masoom,tt0085913,https://image.tmdb.org/t/p/w500//5A0FuOjlVVGTmG7rlwtXLbTl2qs.jpg,hi,,"D.K. Malhotra lives a comfortable lifestyle with his wife, Indu, and two school-going daughters, Pinky and Minni. He works in the office of an Architect. One day while the family is relaxing, D.K. gets a phone call that results in him bringing home a young school-going boy by the name of Rahul. Indu is shocked to learn that Rahul is D.K.'s son from another woman, Bhavana, who is no more. D.K. does his best to make Rahul comfortable, but fails. Rahul also feels that Indu does not really like him, though Pinky and Minni have taken to him in a big way. Finally, D.K. decides to admit Rahul in a boarding school in far off Nainital. Rahul reluctantly goes along with this new-found uncle/friend. It is when Rahul is asked to put his papers together for school that Rahul finds out that D.K. is his biological father. Watch what happens when Rahul disappears from D.K.'s house, and the impact this has on D.K., Indu, and her two daughters.",1983-01-10,Can this boy destroy your family?,165,8.4,3641
Sadma,tt0086230,https://image.tmdb.org/t/p/w500//vhmELQ05kuqh1NxWQzS8KrS6uyG.jpg,hi,सदमा,"A head injury causes a woman to regresses to childhood. Lost and confused, she is eventually befriended by a school teacher.",1983-07-08,,141,8.4,2935
Once Upon a Time in America,tt0087843,https://image.tmdb.org/t/p/w500//i0enkzsL5dPeneWnjl1fCWm6L7k.jpg,en,,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",1984-05-23,"Crime, passion and lust for power.",229,8.4,310044
Coco,tt2380307,https://image.tmdb.org/t/p/w500//gGEsBPAijhVUFoiNpgZXqRVWJt2.jpg,en,,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",2017-10-27,The celebration of a lifetime,105,8.4,379429
Mouna Raagam,tt0091559,https://image.tmdb.org/t/p/w500//b7MaY1M4x7PJ6i8cImOHK5RpPDx.jpg,ta,மௌனராகம்,"Divya, a woman grieving over the death of her lover, is convinced into an arranged marriage with Chandra Kumar. Over a year the couple attempt to adjust to each other's presence and live with each other.  Revathi is forced to marry Mohan in an arranged marriage. She lives in the memory of her lost love Karthik and asks for a divorce. The law requires them to stay together for a year before granting the divorce. That gives time for a lot of incidents in their lives and things change.",1986-08-15,,160,8.4,3276
Repentance,tt0093754,https://image.tmdb.org/t/p/w500//tGuuJ8xlx657wNjKAHXUyFmS92T.jpg,ka,მონანიება,"The day after the funeral of Varlam Aravidze, the mayor of a small Georgian town, his corpse turns up in his son's garden.  Although it is secretly reburied, the corpse keeps returning until the police capture the local woman who is responsible.  This woman says that Varlam should never be laid to rest since his Stalin-like reign of terror led to the disappearance of her family and friends.",1987-05-01,,153,8.4,3917
Don't Let Them Shoot the Kite,tt0098573,https://image.tmdb.org/t/p/w500//bIAydvH4xp7PJAXGlxh1l1s7Qn5.jpg,tr,Uçurtmayı Vurmasınlar,"In Turkey, when a woman is sent to prison, her small children stay with her. In this film, Inci (say ""Injee"") is sent to prison for murder in self-defense (which warrants incarceration in Turkey), and while there, develops a special friendship with a little boy who is the son of another inmate.",1989-04-14,Beş yaşındaki bir çocuğun gözüyle kadınlar hapishanesinin ve sevginin öyküsüdür anlatılan.,83,8.4,6151
As Seen by the Rest,tt3394420,https://image.tmdb.org/t/p/w500//b7Ee4DKKhNVYNV84rovdqcWXjgt.jpg,kn,ಉಳಿದವರು ಕಂಡಂತೆ,"Malpe, a small fishing town on the Arabian Coast. Located 6 kms to the west of the temple town, Udupi. Malpe's beaches are washed clean everyday by the sea. The waves ensure that nothing gets left behind on the sands. But then, the waves cannot reach everything. It is the time of the year when Udupi and its surroundings are decked up to celebrate Sri Krishna Janmaashtami. Men and children walk the streets dressed up as characters from mythology. Teams painted as tigers are seen dancing to drum beats all around the town. But violence seems to be brewing in Malpe this Krishna Janmaashtami.",2014-03-28,,154,8.4,6755
A Brighter Summer Day,tt0101985,https://image.tmdb.org/t/p/w500//rDZ2mNQkZrnSzHPLQ7SzhzgCSoj.jpg,zh,牯嶺街少年殺人事件,"A boy experiences first love, friendships and injustices growing up in 1960s Taiwan.",1991-07-27,,237,8.4,7769
Punjab 1984,tt3607198,https://image.tmdb.org/t/p/w500//408yMo46qmeBKVgKVwuwO8nbCxK.jpg,pa,,"This is the story of a mother and her missing son set in the backdrop of 1984 Punjab, when the state was going through a terrible time of terrorism. The film depicts the longing of a mother for her son and her search for her son, who is labelled a terrorist because of the bad times in Punjab.",2014-06-27,,0,8.4,1874
We Are Not Angels,tt0104860,https://image.tmdb.org/t/p/w500//gh4x4CirqUt6VGPs99mYnrK74ga.jpg,sr,Mi nismo anđeli,Angel and the devil fight for the soul of a Belgrade playboy who made a young girl pregnant.,1992-01-01,,98,8.4,8131
Kaaka Muttai,tt3973410,https://image.tmdb.org/t/p/w500//9WP1OhafzS1KM7GUhpwkOqBFcRJ.jpg,ta,காக்கா முட்டை,Two slum kids yearn to taste a pizza after being enticed by the pizza shop that has opened near their locality. What happens when they mange to find the money to buy one?,2015-06-05,,109,8.4,5570
Billy Elliot: The Musical,tt4085696,https://image.tmdb.org/t/p/w500//bGRC2gZZe3DJhaoY0qo3cHfS0pt.jpg,en,,"Billy Elliot the Musical is a musical based on the 2000 film Billy Elliot. The music is by Elton John, and the book and lyrics are by Lee Hall, who wrote the film's screenplay. In June 2014, it was announced that the musical would be screened and broadcast live to cinemas around the UK and the world. On 28 September, the matinee of the musical was broadcast as it was being filmed at the Victoria Palace Theatre to cinemas around the UK and other countries with further encore screenings of that same performance on other dates. Billy was played by Elliott Hanna. Liam Mower, one of the three actors who originated the title role, returned to play the role of Older Billy. In addition, 25 past and present actors to have played the title role on the West End performed a specially-choreographed dance number at the finale. The live broadcast topped the UK and Ireland box office the weekend it was broadcast, a first for an event cinema release, beating The Equalizer with £1.9m.",2014-09-28,A talented young dancer has to learn to fight for his dream despite social and parental disapproval.,163,8.4,1431
Avengers: Infinity War,tt4154756,https://image.tmdb.org/t/p/w500//7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,en,,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",2018-04-25,An entire universe. Once and for all.,149,8.4,828433
Avengers: Endgame,tt4154796,https://image.tmdb.org/t/p/w500//ulzhLuWrPK07P1YkdWQLZnQh1JL.jpg,en,,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",2019-04-24,Part of the journey is the end.,181,8.4,800195
A Place in the Caribbean,tt4360094,https://image.tmdb.org/t/p/w500//A23dkCfpFBQPOUOAP6I5CjEApfS.jpg,es,Un lugar en el Caribe,Gael travels to the Island of Roatan to finish his last novel and finds love at first sight. Sofia and her father missed their cruise and are forced to stay in the wonderful island. Three love stories around this magical place.,2017-03-23,We are never in the wrong place,120,8.4,1378
Papanasam,tt4429128,https://image.tmdb.org/t/p/w500//tfSH60irQmiJEMogMbdMzfwzRg2.jpg,ta,,"A cinephile tries to protect his family by hiding a heat-of-the-moment murder committed by his daughter by taking cues from the films he has watched. With the victim the son of a cop, can he get away with it?",2015-07-03,,181,8.4,5776
Spider-Man: Into the Spider-Verse,tt4633694,https://image.tmdb.org/t/p/w500//iiZZdoQBEYBv6id8su7ImL0oCbD.jpg,en,,"Miles Morales is juggling his life between being a high school student and being a spider-man. When Wilson ""Kingpin"" Fisk uses a super collider, others from across the Spider-Verse are transported to this dimension.",2018-12-06,More Than One Wears the Mask,117,8.4,371026
Satantango,tt0111341,https://image.tmdb.org/t/p/w500//y38z0v4HJ12MHiKddLEoFlvPiBt.jpg,hu,Sátántangó,"Inhabitants of a small village in Hungary deal with the effects of the fall of Communism. The town's source of revenue, a factory, has closed, and the locals, who include a doctor and three couples, await a cash payment offered in the wake of the shuttering. Irimias, a villager thought to be dead, returns and, unbeknownst to the locals, is a police informant. In a scheme, he persuades the villagers to form a commune with him.",1994-02-08,,432,8.4,9386
Winter on Fire: Ukraine's Fight for Freedom,tt4908644,https://image.tmdb.org/t/p/w500//c3IMOdEzVOiGli1LpEcZyjEIGje.jpg,uk,,"A documentary on the unrest in Ukraine during 2013 and 2014, as student demonstrations supporting European integration grew into a violent revolution calling for the resignation of President Viktor F. Yanukovich.",2015-10-09,The Next Generation Of Revolution,98,8.4,12757
Pathemari,tt4928620,https://image.tmdb.org/t/p/w500//1pV5saZKVHdUNJojBhib9zNxiBD.jpg,ml,പത്തേമാരി,"Pathemari features the life of Pallikkal Narayanan who migrated to the Middle-East in the early 1980s, when the Kerala Gulf boom was at its peak.",2015-10-09,The journey of survival,110,8.4,3815
Thani Oruvan,tt4987556,https://image.tmdb.org/t/p/w500//tsxx5A7HRramoF4rcTCF92eJPnQ.jpg,ta,தனி ஒருவன்,An idealistic cop and an ambitious scientist-businessman indulge in a high-stake battle of wits.,2015-08-28,,159,8.4,16551
Princess Mononoke,tt0119698,https://image.tmdb.org/t/p/w500//pdtzEreKvKAlqa2YEBaGwiA45V8.jpg,ja,もののけ姫,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",1997-07-12,The Fate Of The World Rests On The Courage Of One Warrior.,134,8.4,341555
Dangal,tt5074352,https://image.tmdb.org/t/p/w500//lHd3W8E5aKoki9pDP7tN7yEh3c0.jpg,hi,दंगल,"Dangal is an extraordinary true story based on the life of Mahavir Singh and his two daughters, Geeta and Babita Phogat. The film traces the inspirational journey of a father who trains his daughters to become world class wrestlers.",2016-12-21,,161,8.4,155362
Treasure Island,tt0122227,https://image.tmdb.org/t/p/w500//uwkhKgQFfv4C7A9UrHvd5wM2EPP.jpg,ru,Остров сокровищ,"Young Jim Hawkins finds himself serving with pirate captain Long John Silver in search of a buccaneer's treasure, in this animated adaptation of Robert Louis Stevenson's classic tale.",1988-12-01,,106,8.4,2478
Your Name.,tt5311514,https://image.tmdb.org/t/p/w500//q719jXXEzOoYaps6babgKnONONX.jpg,ja,君の名は。,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",2016-08-26,,106,8.4,192584
The Little Fox,tt0131636,https://image.tmdb.org/t/p/w500//sgZFOXE0Chi4NcfsmxZ3E6fjAOF.jpg,hu,Vuk,A tale about a little fox Vuk from the novel of the famous Hungarian writer István Fekete.,1981-12-10,,74,8.4,5300
Truth and Justice,tt5593384,https://image.tmdb.org/t/p/w500//3DlnBv5lJxyS38fhiadkgD7eSvF.jpg,et,Tõde ja Õigus,"Estonia, 1872. The uncompromising new owner of Robber's Rise must battle with hard work, his spiteful neighbor and with his own family and beliefs to transform the poor land into a flourishing farm of his dreams.",2019-02-22,How much shall you need to sacrifice for your dream?,165,8.4,3000
